year,month,day,date,consumption
2012,7,12,2012-07-12,344.43500000000034
2012,7,13,2012-07-13,1029.5199999999984
2012,7,14,2012-07-14,757.0000000000001
2012,7,15,2012-07-15,368.618
2012,7,16,2012-07-16,862.5
2012,7,17,2012-07-17,1478
2012,7,18,2012-07-18,648
2012,7,19,2012-07-19,689
2012,7,20,2012-07-20,1496
2012,7,21,2012-07-21,857.5
2012,7,22,2012-07-22,730.5
2012,7,23,2012-07-23,674
2012,7,24,2012-07-24,687
2012,7,25,2012-07-25,767.5
2012,7,26,2012-07-26,967
2012,7,27,2012-07-27,945
2012,7,28,2012-07-28,616
2012,7,29,2012-07-29,635
2012,7,30,2012-07-30,741.5
2012,7,31,2012-07-31,687.5
2012,8,1,2012-08-01,843
2012,8,2,2012-08-02,746
2012,8,3,2012-08-03,908.5
2012,8,4,2012-08-04,1963
2012,8,5,2012-08-05,474.5
2012,8,6,2012-08-06,883.5
2012,8,7,2012-08-07,724.5
2012,8,8,2012-08-08,694.5
2012,8,9,2012-08-09,691
2012,8,10,2012-08-10,949.5
2012,8,11,2012-08-11,785.5
2012,8,12,2012-08-12,1214
2012,8,13,2012-08-13,1128
2012,8,14,2012-08-14,1405.5
2012,8,15,2012-08-15,876.5
2012,8,16,2012-08-16,1161.5
2012,8,17,2012-08-17,847.5
2012,8,18,2012-08-18,1044.5
2012,8,19,2012-08-19,682
2012,8,20,2012-08-20,1021.5
2012,8,21,2012-08-21,844.5
2012,8,22,2012-08-22,709
2012,8,23,2012-08-23,604.5
2012,8,24,2012-08-24,927.5
2012,8,25,2012-08-25,666
2012,8,26,2012-08-26,725.5
2012,8,27,2012-08-27,975
2012,8,28,2012-08-28,827
2012,8,29,2012-08-29,689.5
2012,8,30,2012-08-30,776.5
2012,8,31,2012-08-31,760
2012,9,1,2012-09-01,752
2012,9,2,2012-09-02,594
2012,9,3,2012-09-03,868
2012,9,4,2012-09-04,588
2012,9,5,2012-09-05,766
2012,9,6,2012-09-06,817
2012,9,7,2012-09-07,936.5
2012,9,8,2012-09-08,599.5
2012,9,9,2012-09-09,637.5
2012,9,10,2012-09-10,689.5
2012,9,11,2012-09-11,793
2012,9,12,2012-09-12,733.5
2012,9,13,2012-09-13,545
2012,9,14,2012-09-14,780.5
2012,9,15,2012-09-15,737.5
2012,9,16,2012-09-16,712
2012,9,17,2012-09-17,1076
2012,9,18,2012-09-18,828.5
2012,9,19,2012-09-19,722
2012,9,20,2012-09-20,755.5
2012,9,21,2012-09-21,757.5
2012,9,22,2012-09-22,541.5
2012,9,23,2012-09-23,724
2012,9,24,2012-09-24,1025.5
2012,9,25,2012-09-25,560
2012,9,26,2012-09-26,656
2012,9,27,2012-09-27,519
2012,9,28,2012-09-28,974
2012,9,29,2012-09-29,774.5
2012,9,30,2012-09-30,799
2012,10,1,2012-10-01,949.5
2012,10,2,2012-10-02,850
2012,10,3,2012-10-03,644
2012,10,4,2012-10-04,572
2012,10,5,2012-10-05,809.5
2012,10,6,2012-10-06,539
2012,10,7,2012-10-07,811
2012,10,8,2012-10-08,748.5
2012,10,9,2012-10-09,965
2012,10,10,2012-10-10,543.5
2012,10,11,2012-10-11,683.5
2012,10,12,2012-10-12,780.5
2012,10,13,2012-10-13,683
2012,10,14,2012-10-14,964
2012,10,15,2012-10-15,956
2012,10,16,2012-10-16,875
2012,10,17,2012-10-17,779.5
2012,10,18,2012-10-18,814
2012,10,19,2012-10-19,767
2012,10,20,2012-10-20,716
2012,10,21,2012-10-21,1069
2012,10,22,2012-10-22,659
2012,10,23,2012-10-23,947.5
2012,10,24,2012-10-24,706
2012,10,25,2012-10-25,866.5
2012,10,26,2012-10-26,682.5
2012,10,27,2012-10-27,785
2012,10,28,2012-10-28,809.5
2012,10,29,2012-10-29,1111
2012,10,30,2012-10-30,949.5
2012,10,31,2012-10-31,645
2012,11,1,2012-11-01,994.5
2012,11,2,2012-11-02,598.5
2012,11,3,2012-11-03,770.5
2012,11,4,2012-11-04,977
2012,11,5,2012-11-05,698
2012,11,6,2012-11-06,732.5
2012,11,7,2012-11-07,702
2012,11,8,2012-11-08,774.5
2012,11,9,2012-11-09,678.5
2012,11,10,2012-11-10,947
2012,11,11,2012-11-11,423.5
2012,11,12,2012-11-12,980
2012,11,13,2012-11-13,759.5
2012,11,14,2012-11-14,766.5
2012,11,15,2012-11-15,680
2012,11,16,2012-11-16,889
2012,11,17,2012-11-17,694
2012,11,18,2012-11-18,716
2012,11,19,2012-11-19,907
2012,11,20,2012-11-20,720
2012,11,21,2012-11-21,601.5
2012,11,22,2012-11-22,782
2012,11,23,2012-11-23,814
2012,11,24,2012-11-24,620
2012,11,25,2012-11-25,1037.5
2012,11,26,2012-11-26,875.5
2012,11,27,2012-11-27,727
2012,11,28,2012-11-28,567
2012,11,29,2012-11-29,1105.5
2012,11,30,2012-11-30,581
2012,12,1,2012-12-01,495.5
2012,12,2,2012-12-02,781.5
2012,12,3,2012-12-03,909.5
2012,12,4,2012-12-04,1139
2012,12,5,2012-12-05,706.5
2012,12,6,2012-12-06,627.5
2012,12,7,2012-12-07,751.5
2012,12,8,2012-12-08,729.5
2012,12,9,2012-12-09,787
2012,12,10,2012-12-10,759
2012,12,11,2012-12-11,674
2012,12,12,2012-12-12,834
2012,12,13,2012-12-13,799
2012,12,14,2012-12-14,1226.5
2012,12,15,2012-12-15,403
2012,12,16,2012-12-16,828.5
2012,12,17,2012-12-17,726.5
2012,12,18,2012-12-18,981
2012,12,19,2012-12-19,921
2012,12,20,2012-12-20,841.5
2012,12,21,2012-12-21,1175
2012,12,22,2012-12-22,794.5
2012,12,23,2012-12-23,409.5
2012,12,24,2012-12-24,627
2012,12,25,2012-12-25,349
2012,12,26,2012-12-26,765.5
2012,12,27,2012-12-27,656
2012,12,28,2012-12-28,811
2012,12,29,2012-12-29,597
2012,12,30,2012-12-30,883
2012,12,31,2012-12-31,730.5
2013,1,1,2013-01-01,875
2013,1,2,2013-01-02,927
2013,1,3,2013-01-03,958
2013,1,4,2013-01-04,768.5
2013,1,5,2013-01-05,811
2013,1,6,2013-01-06,770.5
2013,1,7,2013-01-07,781.5
2013,1,8,2013-01-08,859.5
2013,1,9,2013-01-09,939.5
2013,1,10,2013-01-10,868
2013,1,11,2013-01-11,726
2013,1,12,2013-01-12,530.5
2013,1,13,2013-01-13,849
2013,1,14,2013-01-14,909.5
2013,1,15,2013-01-15,838
2013,1,16,2013-01-16,1097.5
2013,1,17,2013-01-17,664
2013,1,18,2013-01-18,612.5
2013,1,19,2013-01-19,788
2013,1,20,2013-01-20,835.5
2013,1,21,2013-01-21,734.5
2013,1,22,2013-01-22,957.5
2013,1,23,2013-01-23,887
2013,1,24,2013-01-24,658.5
2013,1,25,2013-01-25,817.5
2013,1,26,2013-01-26,1011
2013,1,27,2013-01-27,591
2013,1,28,2013-01-28,997
2013,1,29,2013-01-29,741
2013,1,30,2013-01-30,587.5
2013,1,31,2013-01-31,851.5
2013,2,1,2013-02-01,827.5
2013,2,2,2013-02-02,783
2013,2,3,2013-02-03,612.5
2013,2,4,2013-02-04,954.5
2013,2,5,2013-02-05,821
2013,2,6,2013-02-06,972
2013,2,7,2013-02-07,733.5
2013,2,8,2013-02-08,1061.5
2013,2,9,2013-02-09,751.5
2013,2,10,2013-02-10,1062.5
2013,2,11,2013-02-11,480.5
2013,2,12,2013-02-12,926
2013,2,13,2013-02-13,917.5
2013,2,14,2013-02-14,757
2013,2,15,2013-02-15,761.5
2013,2,16,2013-02-16,817.5
2013,2,17,2013-02-17,981
2013,2,18,2013-02-18,1047.5
2013,2,19,2013-02-19,935
2013,2,20,2013-02-20,915
2013,2,21,2013-02-21,942.5
2013,2,22,2013-02-22,692
2013,2,23,2013-02-23,857.5
2013,2,24,2013-02-24,1039
2013,2,25,2013-02-25,1203.5
2013,2,26,2013-02-26,1041
2013,2,27,2013-02-27,832.5
2013,2,28,2013-02-28,768
2013,3,1,2013-03-01,723.5
2013,3,2,2013-03-02,1155.5
2013,3,3,2013-03-03,826.5
2013,3,4,2013-03-04,989
2013,3,5,2013-03-05,733
2013,3,6,2013-03-06,847
2013,3,7,2013-03-07,838
2013,3,8,2013-03-08,906.5
2013,3,9,2013-03-09,669
2013,3,10,2013-03-10,1056.5
2013,3,11,2013-03-11,876.5
2013,3,12,2013-03-12,985.5
2013,3,13,2013-03-13,1091
2013,3,14,2013-03-14,502.5
2013,3,15,2013-03-15,1032.5
2013,3,16,2013-03-16,730.5
2013,3,17,2013-03-17,933
2013,3,18,2013-03-18,972
2013,3,19,2013-03-19,833
2013,3,20,2013-03-20,822.5
2013,3,21,2013-03-21,1107.5
2013,3,22,2013-03-22,653
2013,3,23,2013-03-23,1212.5
2013,3,24,2013-03-24,967
2013,3,25,2013-03-25,714.5
2013,3,26,2013-03-26,975
2013,3,27,2013-03-27,890.5
2013,3,28,2013-03-28,1273.5
2013,3,29,2013-03-29,969
2013,3,30,2013-03-30,1033
2013,3,31,2013-03-31,1413.5
2013,4,1,2013-04-01,906.5
2013,4,2,2013-04-02,746
2013,4,3,2013-04-03,971.5
2013,4,4,2013-04-04,721
2013,4,5,2013-04-05,1018
2013,4,6,2013-04-06,674.5
2013,4,7,2013-04-07,1094.5
2013,4,8,2013-04-08,957
2013,4,9,2013-04-09,631
2013,4,10,2013-04-10,923
2013,4,11,2013-04-11,496
2013,4,12,2013-04-12,765
2013,4,13,2013-04-13,830.5
2013,4,14,2013-04-14,1242.5
2013,4,15,2013-04-15,875.5
2013,4,16,2013-04-16,842.5
2013,4,17,2013-04-17,939.5
2013,4,18,2013-04-18,584.5
2013,4,19,2013-04-19,794.5
2013,4,20,2013-04-20,1097
2013,4,21,2013-04-21,938
2013,4,22,2013-04-22,876.5
2013,4,23,2013-04-23,900.5
2013,4,24,2013-04-24,866
2013,4,25,2013-04-25,831
2013,4,26,2013-04-26,715.5
2013,4,27,2013-04-27,517.5
2013,4,28,2013-04-28,679.5
2013,4,29,2013-04-29,586.5
2013,4,30,2013-04-30,1138
2013,5,1,2013-05-01,650
2013,5,2,2013-05-02,741.5
2013,5,3,2013-05-03,953
2013,5,4,2013-05-04,817
2013,5,5,2013-05-05,665.5
2013,5,6,2013-05-06,1016
2013,5,7,2013-05-07,525
2013,5,8,2013-05-08,772.5
2013,5,9,2013-05-09,1308.5
2013,5,10,2013-05-10,667.5
2013,5,11,2013-05-11,1013.5
2013,5,12,2013-05-12,915
2013,5,13,2013-05-13,1126
2013,5,14,2013-05-14,766.5
2013,5,15,2013-05-15,873.5
2013,5,16,2013-05-16,622.5
2013,5,17,2013-05-17,1025.5
2013,5,18,2013-05-18,867
2013,5,19,2013-05-19,447.5
2013,5,20,2013-05-20,782
2013,5,21,2013-05-21,1372
2013,5,22,2013-05-22,879
2013,5,23,2013-05-23,769
2013,5,24,2013-05-24,737.5
2013,5,25,2013-05-25,921
2013,5,26,2013-05-26,789
2013,5,27,2013-05-27,1001.5
2013,5,28,2013-05-28,638.5
2013,5,29,2013-05-29,1009
2013,5,30,2013-05-30,681
2013,5,31,2013-05-31,758
2013,6,1,2013-06-01,757.5
2013,6,2,2013-06-02,695.5
2013,6,3,2013-06-03,1325
2013,6,4,2013-06-04,874
2013,6,5,2013-06-05,614.5
2013,6,6,2013-06-06,669.5
2013,6,7,2013-06-07,1010
2013,6,8,2013-06-08,856
2013,6,9,2013-06-09,937.5
2013,6,10,2013-06-10,1054.5
2013,6,11,2013-06-11,631
2013,6,12,2013-06-12,766
2013,6,13,2013-06-13,717
2013,6,14,2013-06-14,655.5
2013,6,15,2013-06-15,710.5
2013,6,16,2013-06-16,1195
2013,6,17,2013-06-17,784.5
2013,6,18,2013-06-18,859.5
2013,6,19,2013-06-19,832
2013,6,20,2013-06-20,767.5
2013,6,21,2013-06-21,871
2013,6,22,2013-06-22,823
2013,6,23,2013-06-23,687.5
2013,6,24,2013-06-24,951.5
2013,6,25,2013-06-25,832
2013,6,26,2013-06-26,693
2013,6,27,2013-06-27,838
2013,6,28,2013-06-28,727
2013,6,29,2013-06-29,945.5
2013,6,30,2013-06-30,764
2013,7,1,2013-07-01,1470.5
2013,7,2,2013-07-02,1707.5
2013,7,3,2013-07-03,1349
2013,7,4,2013-07-04,749
2013,7,5,2013-07-05,787.5
2013,7,6,2013-07-06,1030.5
2013,7,7,2013-07-07,1024
2013,7,8,2013-07-08,1837.5
2013,7,9,2013-07-09,2312.5
2013,7,10,2013-07-10,1172.5
2013,7,11,2013-07-11,1097
2013,7,12,2013-07-12,839
2013,7,13,2013-07-13,1182
2013,7,14,2013-07-14,1303
2013,7,15,2013-07-15,833
2013,7,16,2013-07-16,1168
2013,7,17,2013-07-17,807.5
2013,7,18,2013-07-18,725
2013,7,19,2013-07-19,1242
2013,7,20,2013-07-20,2063.5
2013,7,21,2013-07-21,1771.5
2013,7,22,2013-07-22,1190
2013,7,23,2013-07-23,1304.5
2013,7,24,2013-07-24,536
2013,7,25,2013-07-25,608.5
2013,7,26,2013-07-26,659
2013,7,27,2013-07-27,882
2013,7,28,2013-07-28,621.5
2013,7,29,2013-07-29,1016
2013,7,30,2013-07-30,1153
2013,7,31,2013-07-31,1144.5
2013,8,1,2013-08-01,235.5
2013,8,2,2013-08-02,261.5
2013,8,3,2013-08-03,116
2013,8,4,2013-08-04,0
2013,8,5,2013-08-05,30.5
2013,8,6,2013-08-06,438.5
2013,8,7,2013-08-07,211
2013,8,8,2013-08-08,148
2013,8,9,2013-08-09,920.5
2013,8,10,2013-08-10,694.5
2013,8,11,2013-08-11,1061
2013,8,12,2013-08-12,818
2013,8,13,2013-08-13,865
2013,8,14,2013-08-14,610
2013,8,15,2013-08-15,699.5
2013,8,16,2013-08-16,1012
2013,8,17,2013-08-17,480
2013,8,18,2013-08-18,533
2013,8,19,2013-08-19,882
2013,8,20,2013-08-20,841
2013,8,21,2013-08-21,949.5
2013,8,22,2013-08-22,416.5
2013,8,23,2013-08-23,1070.5
2013,8,24,2013-08-24,633.5
2013,8,25,2013-08-25,699.5
2013,8,26,2013-08-26,1072
2013,8,27,2013-08-27,758
2013,8,28,2013-08-28,534.5
2013,8,29,2013-08-29,1112.5
2013,8,30,2013-08-30,764.5
2013,8,31,2013-08-31,571
2013,9,1,2013-09-01,509.5
2013,9,2,2013-09-02,820.5
2013,9,3,2013-09-03,772.5
2013,9,4,2013-09-04,625.5
2013,9,5,2013-09-05,575
2013,9,6,2013-09-06,825
2013,9,7,2013-09-07,485
2013,9,8,2013-09-08,990.5
2013,9,9,2013-09-09,761
2013,9,10,2013-09-10,603
2013,9,11,2013-09-11,609
2013,9,12,2013-09-12,544
2013,9,13,2013-09-13,823.5
2013,9,14,2013-09-14,427.5
2013,9,15,2013-09-15,739
2013,9,16,2013-09-16,1027.5
2013,9,17,2013-09-17,752.5
2013,9,18,2013-09-18,880.5
2013,9,19,2013-09-19,582
2013,9,20,2013-09-20,589.5
2013,9,21,2013-09-21,650.5
2013,9,22,2013-09-22,669
2013,9,23,2013-09-23,1221
2013,9,24,2013-09-24,681
2013,9,25,2013-09-25,641
2013,9,26,2013-09-26,899
2013,9,27,2013-09-27,737.5
2013,9,28,2013-09-28,522
2013,9,29,2013-09-29,913
2013,9,30,2013-09-30,817.5
2013,10,1,2013-10-01,781.5
2013,10,2,2013-10-02,725
2013,10,3,2013-10-03,595.5
2013,10,4,2013-10-04,729.5
2013,10,5,2013-10-05,740
2013,10,6,2013-10-06,1014
2013,10,7,2013-10-07,880.5
2013,10,8,2013-10-08,793.5
2013,10,9,2013-10-09,669.5
2013,10,10,2013-10-10,682
2013,10,11,2013-10-11,713.5
2013,10,12,2013-10-12,682.5
2013,10,13,2013-10-13,639.5
2013,10,14,2013-10-14,560.5
2013,10,15,2013-10-15,935
2013,10,16,2013-10-16,697.5
2013,10,17,2013-10-17,683
2013,10,18,2013-10-18,1049
2013,10,19,2013-10-19,498
2013,10,20,2013-10-20,719.5
2013,10,21,2013-10-21,1180
2013,10,22,2013-10-22,639.5
2013,10,23,2013-10-23,728.5
2013,10,24,2013-10-24,799.5
2013,10,25,2013-10-25,613
2013,10,26,2013-10-26,678.5
2013,10,27,2013-10-27,883.5
2013,10,28,2013-10-28,991.5
2013,10,29,2013-10-29,602
2013,10,30,2013-10-30,926
2013,10,31,2013-10-31,536.5
2013,11,1,2013-11-01,963
2013,11,2,2013-11-02,543
2013,11,3,2013-11-03,791
2013,11,4,2013-11-04,757.5
2013,11,5,2013-11-05,923.5
2013,11,6,2013-11-06,724
2013,11,7,2013-11-07,633
2013,11,8,2013-11-08,646
2013,11,9,2013-11-09,705
2013,11,10,2013-11-10,770
2013,11,11,2013-11-11,631.5
2013,11,12,2013-11-12,840
2013,11,13,2013-11-13,570
2013,11,14,2013-11-14,950.5
2013,11,15,2013-11-15,600
2013,11,16,2013-11-16,643.5
2013,11,17,2013-11-17,698
2013,11,18,2013-11-18,930
2013,11,19,2013-11-19,842
2013,11,20,2013-11-20,711
2013,11,21,2013-11-21,666.5
2013,11,22,2013-11-22,606
2013,11,23,2013-11-23,795
2013,11,24,2013-11-24,961.5
2013,11,25,2013-11-25,744.5
2013,11,26,2013-11-26,878.5
2013,11,27,2013-11-27,611.5
2013,11,28,2013-11-28,780
2013,11,29,2013-11-29,616.5
2013,11,30,2013-11-30,882
2013,12,1,2013-12-01,610.5
2013,12,2,2013-12-02,914.5
2013,12,3,2013-12-03,676.5
2013,12,4,2013-12-04,931.5
2013,12,5,2013-12-05,617.5
2013,12,6,2013-12-06,494
2013,12,7,2013-12-07,615.5
2013,12,8,2013-12-08,710.5
2013,12,9,2013-12-09,650.5
2013,12,10,2013-12-10,778.5
2013,12,11,2013-12-11,549.5
2013,12,12,2013-12-12,613
2013,12,13,2013-12-13,446.5
2013,12,14,2013-12-14,520
2013,12,15,2013-12-15,565
2013,12,16,2013-12-16,829.5
2013,12,17,2013-12-17,564.5
2013,12,18,2013-12-18,555.5
2013,12,19,2013-12-19,413
2013,12,20,2013-12-20,459
2013,12,21,2013-12-21,603.5
2013,12,22,2013-12-22,351
2013,12,23,2013-12-23,853.5
2013,12,24,2013-12-24,689.5
2013,12,25,2013-12-25,686.5
2013,12,26,2013-12-26,917.5
2013,12,27,2013-12-27,773.5
2013,12,28,2013-12-28,668
2013,12,29,2013-12-29,785.5
2013,12,30,2013-12-30,902.5
2013,12,31,2013-12-31,629.5
2014,1,1,2014-01-01,929
2014,1,2,2014-01-02,1292
2014,1,3,2014-01-03,673
2014,1,4,2014-01-04,621
2014,1,5,2014-01-05,838
2014,1,6,2014-01-06,944
2014,1,7,2014-01-07,800
2014,1,8,2014-01-08,654.5
2014,1,9,2014-01-09,503
2014,1,10,2014-01-10,776.5
2014,1,11,2014-01-11,679
2014,1,12,2014-01-12,1351
2014,1,13,2014-01-13,784
2014,1,14,2014-01-14,813.5
2014,1,15,2014-01-15,738
2014,1,16,2014-01-16,673.5
2014,1,17,2014-01-17,515
2014,1,18,2014-01-18,732
2014,1,19,2014-01-19,718
2014,1,20,2014-01-20,995.5
2014,1,21,2014-01-21,845
2014,1,22,2014-01-22,870.5
2014,1,23,2014-01-23,775
2014,1,24,2014-01-24,704
2014,1,25,2014-01-25,633
2014,1,26,2014-01-26,904
2014,1,27,2014-01-27,856.5
2014,1,28,2014-01-28,921.5
2014,1,29,2014-01-29,569.5
2014,1,30,2014-01-30,798
2014,1,31,2014-01-31,663.5
2014,2,1,2014-02-01,587.5
2014,2,2,2014-02-02,780.5
2014,2,3,2014-02-03,930.5
2014,2,4,2014-02-04,811.5
2014,2,5,2014-02-05,911.5
2014,2,6,2014-02-06,598
2014,2,7,2014-02-07,659.5
2014,2,8,2014-02-08,1148.5
2014,2,9,2014-02-09,855.5
2014,2,10,2014-02-10,999
2014,2,11,2014-02-11,955.5
2014,2,12,2014-02-12,840.5
2014,2,13,2014-02-13,632
2014,2,14,2014-02-14,917
2014,2,15,2014-02-15,605
2014,2,16,2014-02-16,1032
2014,2,17,2014-02-17,1177.5
2014,2,18,2014-02-18,706.5
2014,2,19,2014-02-19,865.5
2014,2,20,2014-02-20,781.5
2014,2,21,2014-02-21,673
2014,2,22,2014-02-22,861.5
2014,2,23,2014-02-23,831.5
2014,2,24,2014-02-24,1142.5
2014,2,25,2014-02-25,885.5
2014,2,26,2014-02-26,717.5
2014,2,27,2014-02-27,679.5
2014,2,28,2014-02-28,660
2014,3,1,2014-03-01,710.5
2014,3,2,2014-03-02,1025
2014,3,3,2014-03-03,1021
2014,3,4,2014-03-04,780.5
2014,3,5,2014-03-05,717.5
2014,3,6,2014-03-06,722.5
2014,3,7,2014-03-07,806.5
2014,3,8,2014-03-08,488.5
2014,3,9,2014-03-09,1104
2014,3,10,2014-03-10,895
2014,3,11,2014-03-11,695.5
2014,3,12,2014-03-12,703.5
2014,3,13,2014-03-13,950.5
2014,3,14,2014-03-14,821
2014,3,15,2014-03-15,669
2014,3,16,2014-03-16,1028.5
2014,3,17,2014-03-17,1050.5
2014,3,18,2014-03-18,863.5
2014,3,19,2014-03-19,687
2014,3,20,2014-03-20,738.5
2014,3,21,2014-03-21,760
2014,3,22,2014-03-22,1088
2014,3,23,2014-03-23,889.5
2014,3,24,2014-03-24,1049
2014,3,25,2014-03-25,806.5
2014,3,26,2014-03-26,1198.5
2014,3,27,2014-03-27,982.5
2014,3,28,2014-03-28,1140
2014,3,29,2014-03-29,907.5
2014,3,30,2014-03-30,705
2014,3,31,2014-03-31,744
2014,4,1,2014-04-01,781
