year,month,date,day,hour,consumption
2012,4,2012-04-08,8,12,3.785
2012,4,2012-04-08,8,13,0
2012,4,2012-04-08,8,14,15.14
2012,4,2012-04-08,8,15,0
2012,4,2012-04-08,8,16,0
2012,4,2012-04-08,8,17,0
2012,4,2012-04-08,8,18,3.785
2012,4,2012-04-08,8,19,0
2012,4,2012-04-08,8,20,0
2012,4,2012-04-08,8,21,0
2012,4,2012-04-08,8,22,0
2012,4,2012-04-08,8,23,7.57
2012,4,2012-04-09,9,0,15.14
2012,4,2012-04-09,9,1,41.63499999999999
2012,4,2012-04-09,9,2,0
2012,4,2012-04-09,9,3,0
2012,4,2012-04-09,9,4,0
2012,4,2012-04-09,9,5,0
2012,4,2012-04-09,9,6,0
2012,4,2012-04-09,9,7,0
2012,4,2012-04-09,9,8,0
2012,4,2012-04-09,9,9,0
2012,4,2012-04-09,9,10,22.71
2012,4,2012-04-09,9,11,64.345
2012,4,2012-04-09,9,12,75.69999999999996
2012,4,2012-04-09,9,13,0
2012,4,2012-04-09,9,14,0
2012,4,2012-04-09,9,15,7.57
2012,4,2012-04-09,9,16,0
2012,4,2012-04-09,9,17,0
2012,4,2012-04-09,9,18,0
2012,4,2012-04-09,9,19,0
2012,4,2012-04-09,9,20,0
2012,4,2012-04-09,9,21,0
2012,4,2012-04-09,9,22,7.57
2012,4,2012-04-09,9,23,0
2012,4,2012-04-10,10,0,0
2012,4,2012-04-10,10,1,15.14
2012,4,2012-04-10,10,2,18.925
2012,4,2012-04-10,10,3,3.785
2012,4,2012-04-10,10,4,3.785
2012,4,2012-04-10,10,5,0
2012,4,2012-04-10,10,6,0
2012,4,2012-04-10,10,7,56.77499999999999
2012,4,2012-04-10,10,8,26.495
2012,4,2012-04-10,10,9,7.57
2012,4,2012-04-10,10,10,56.77499999999999
2012,4,2012-04-10,10,11,41.63499999999999
2012,4,2012-04-10,10,12,60.559999999999974
2012,4,2012-04-10,10,13,18.925
2012,4,2012-04-10,10,14,37.849999999999994
2012,4,2012-04-10,10,15,3.785
2012,4,2012-04-10,10,16,0
2012,4,2012-04-10,10,17,0
2012,4,2012-04-10,10,18,0
2012,4,2012-04-10,10,19,0
2012,4,2012-04-10,10,20,0
2012,4,2012-04-10,10,21,3.785
2012,4,2012-04-10,10,22,11.355
2012,4,2012-04-10,10,23,34.065
2012,4,2012-04-11,11,0,3.785
2012,4,2012-04-11,11,1,11.355
2012,4,2012-04-11,11,2,26.495
2012,4,2012-04-11,11,3,34.065
2012,4,2012-04-11,11,4,7.57
2012,4,2012-04-11,11,5,22.71
2012,4,2012-04-11,11,6,3.785
2012,4,2012-04-11,11,7,30.28
2012,4,2012-04-11,11,8,90.83999999999995
2012,4,2012-04-11,11,9,30.28
2012,4,2012-04-11,11,10,60.55999999999999
2012,4,2012-04-11,11,11,68.12999999999998
2012,4,2012-04-11,11,12,52.98999999999998
2012,4,2012-04-11,11,13,7.57
2012,4,2012-04-11,11,14,15.14
2012,4,2012-04-11,11,15,0
2012,4,2012-04-11,11,16,0
2012,4,2012-04-11,11,17,0
2012,4,2012-04-11,11,18,0
2012,4,2012-04-11,11,19,0
2012,4,2012-04-11,11,20,0
2012,4,2012-04-11,11,21,18.925
2012,4,2012-04-11,11,22,3.785
2012,4,2012-04-11,11,23,15.14
2012,4,2012-04-12,12,0,11.355
2012,4,2012-04-12,12,1,3.785
2012,4,2012-04-12,12,2,7.57
2012,4,2012-04-12,12,3,0
2012,4,2012-04-12,12,4,0
2012,4,2012-04-12,12,5,3.785
2012,4,2012-04-12,12,6,15.14
2012,4,2012-04-12,12,7,56.77499999999998
2012,4,2012-04-12,12,8,18.925
2012,4,2012-04-12,12,9,56.77499999999999
2012,4,2012-04-12,12,10,52.98999999999998
2012,4,2012-04-12,12,11,102.19499999999996
2012,4,2012-04-12,12,12,18.925
2012,4,2012-04-12,12,13,37.849999999999994
2012,4,2012-04-12,12,14,3.785
2012,4,2012-04-12,12,15,7.57
2012,4,2012-04-12,12,16,0
2012,4,2012-04-12,12,17,0
2012,4,2012-04-12,12,18,0
2012,4,2012-04-12,12,19,0
2012,4,2012-04-12,12,20,0
2012,4,2012-04-12,12,21,22.71
2012,4,2012-04-12,12,22,0
2012,4,2012-04-12,12,23,0
2012,4,2012-04-13,13,0,15.14
2012,4,2012-04-13,13,1,18.925
2012,4,2012-04-13,13,2,3.785
2012,4,2012-04-13,13,3,0
2012,4,2012-04-13,13,4,0
2012,4,2012-04-13,13,5,7.57
2012,4,2012-04-13,13,6,0
2012,4,2012-04-13,13,7,15.14
2012,4,2012-04-13,13,8,37.849999999999994
2012,4,2012-04-13,13,9,3.785
2012,4,2012-04-13,13,10,64.345
2012,4,2012-04-13,13,11,90.83999999999995
2012,4,2012-04-13,13,12,22.71
2012,4,2012-04-13,13,13,15.14
2012,4,2012-04-13,13,14,3.785
2012,4,2012-04-13,13,15,0
2012,4,2012-04-13,13,16,0
2012,4,2012-04-13,13,17,0
2012,4,2012-04-13,13,18,0
2012,4,2012-04-13,13,19,3.785
2012,4,2012-04-13,13,20,0
2012,4,2012-04-13,13,21,15.14
2012,4,2012-04-13,13,22,3.785
2012,4,2012-04-13,13,23,3.785
2012,4,2012-04-14,14,0,15.14
2012,4,2012-04-14,14,1,11.355
2012,4,2012-04-14,14,2,7.57
2012,4,2012-04-14,14,3,45.419999999999995
2012,4,2012-04-14,14,4,15.14
2012,4,2012-04-14,14,5,3.785
2012,4,2012-04-14,14,6,7.57
2012,4,2012-04-14,14,7,11.355
2012,4,2012-04-14,14,8,41.63499999999999
2012,4,2012-04-14,14,9,7.57
2012,4,2012-04-14,14,10,68.13000000000001
2012,4,2012-04-14,14,11,26.495
2012,4,2012-04-14,14,12,105.97999999999993
2012,4,2012-04-14,14,13,11.355
2012,4,2012-04-14,14,14,11.355
2012,4,2012-04-14,14,15,3.785
2012,4,2012-04-14,14,16,0
2012,4,2012-04-14,14,17,0
2012,4,2012-04-14,14,18,0
2012,4,2012-04-14,14,19,0
2012,4,2012-04-14,14,20,0
2012,4,2012-04-14,14,21,0
2012,4,2012-04-14,14,22,0
2012,4,2012-04-14,14,23,37.849999999999994
2012,4,2012-04-15,15,0,7.57
2012,4,2012-04-15,15,1,0
2012,4,2012-04-15,15,2,22.71
2012,4,2012-04-15,15,3,37.849999999999994
2012,4,2012-04-15,15,4,11.355
2012,4,2012-04-15,15,5,7.57
2012,4,2012-04-15,15,6,7.57
2012,4,2012-04-15,15,7,0
2012,4,2012-04-15,15,8,30.28
2012,4,2012-04-15,15,9,0
2012,4,2012-04-15,15,10,0
2012,4,2012-04-15,15,11,0
2012,4,2012-04-15,15,12,75.69999999999996
2012,4,2012-04-15,15,13,7.57
2012,4,2012-04-15,15,14,0
2012,4,2012-04-15,15,15,0
2012,4,2012-04-15,15,16,11.355
2012,4,2012-04-15,15,17,0
2012,4,2012-04-15,15,18,0
2012,4,2012-04-15,15,19,0
2012,4,2012-04-15,15,20,0
2012,4,2012-04-15,15,21,0
2012,4,2012-04-15,15,22,15.14
2012,4,2012-04-15,15,23,30.28
2012,4,2012-04-16,16,0,75.69999999999996
2012,4,2012-04-16,16,1,45.41999999999999
2012,4,2012-04-16,16,2,41.63499999999999
2012,4,2012-04-16,16,3,52.989999999999995
2012,4,2012-04-16,16,4,41.63499999999999
2012,4,2012-04-16,16,5,34.065
2012,4,2012-04-16,16,6,3.785
2012,4,2012-04-16,16,7,0
2012,4,2012-04-16,16,8,0
2012,4,2012-04-16,16,9,0
2012,4,2012-04-16,16,10,45.41999999999999
2012,4,2012-04-16,16,11,41.63499999999999
2012,4,2012-04-16,16,12,56.77499999999998
2012,4,2012-04-16,16,13,0
2012,4,2012-04-16,16,14,30.28
2012,4,2012-04-16,16,15,0
2012,4,2012-04-16,16,16,0
2012,4,2012-04-16,16,17,0
2012,4,2012-04-16,16,18,0
2012,4,2012-04-16,16,19,0
2012,4,2012-04-16,16,20,0
2012,4,2012-04-16,16,21,22.71
2012,4,2012-04-16,16,22,7.57
2012,4,2012-04-16,16,23,0
2012,4,2012-04-17,17,0,7.57
2012,4,2012-04-17,17,1,15.14
2012,4,2012-04-17,17,2,7.57
2012,4,2012-04-17,17,3,0
2012,4,2012-04-17,17,4,3.785
2012,4,2012-04-17,17,5,3.785
2012,4,2012-04-17,17,6,18.925
2012,4,2012-04-17,17,7,11.355
2012,4,2012-04-17,17,8,64.34499999999997
2012,4,2012-04-17,17,9,18.925
2012,4,2012-04-17,17,10,94.62499999999997
2012,4,2012-04-17,17,11,49.204999999999984
2012,4,2012-04-17,17,12,0
2012,4,2012-04-17,17,13,3.785
2012,4,2012-04-17,17,14,15.14
2012,4,2012-04-17,17,15,0
2012,4,2012-04-17,17,16,0
2012,4,2012-04-17,17,17,0
2012,4,2012-04-17,17,18,0
2012,4,2012-04-17,17,19,0
2012,4,2012-04-17,17,20,0
2012,4,2012-04-17,17,21,22.71
2012,4,2012-04-17,17,22,0
2012,4,2012-04-17,17,23,30.28
2012,4,2012-04-18,18,0,0
2012,4,2012-04-18,18,1,7.57
2012,4,2012-04-18,18,2,0
2012,4,2012-04-18,18,3,3.785
2012,4,2012-04-18,18,4,3.785
2012,4,2012-04-18,18,5,11.355
2012,4,2012-04-18,18,6,7.57
2012,4,2012-04-18,18,7,26.495
2012,4,2012-04-18,18,8,34.065
2012,4,2012-04-18,18,9,11.355
2012,4,2012-04-18,18,10,60.56
2012,4,2012-04-18,18,11,121.11999999999995
2012,4,2012-04-18,18,12,15.14
2012,4,2012-04-18,18,13,3.785
2012,4,2012-04-18,18,14,3.785
2012,4,2012-04-18,18,15,0
2012,4,2012-04-18,18,16,0
2012,4,2012-04-18,18,17,0
2012,4,2012-04-18,18,18,3.785
2012,4,2012-04-18,18,19,0
2012,4,2012-04-18,18,20,0
2012,4,2012-04-18,18,21,18.925
2012,4,2012-04-18,18,22,0
2012,4,2012-04-18,18,23,0
2012,4,2012-04-19,19,0,22.71
2012,4,2012-04-19,19,1,18.925
2012,4,2012-04-19,19,2,41.63499999999999
2012,4,2012-04-19,19,3,3.785
2012,4,2012-04-19,19,4,18.925
2012,4,2012-04-19,19,5,0
2012,4,2012-04-19,19,6,15.14
2012,4,2012-04-19,19,7,37.849999999999994
2012,4,2012-04-19,19,8,121.11999999999995
2012,4,2012-04-19,19,9,3.785
2012,4,2012-04-19,19,10,3.785
2012,4,2012-04-19,19,11,7.57
2012,4,2012-04-19,19,12,3.785
2012,4,2012-04-19,19,13,60.559999999999974
2012,4,2012-04-19,19,14,64.34499999999998
2012,4,2012-04-19,19,15,3.785
2012,4,2012-04-19,19,16,0
2012,4,2012-04-19,19,17,0
2012,4,2012-04-19,19,18,0
2012,4,2012-04-19,19,19,0
2012,4,2012-04-19,19,20,0
2012,4,2012-04-19,19,21,18.925
2012,4,2012-04-19,19,22,3.785
2012,4,2012-04-19,19,23,7.57
2012,4,2012-04-20,20,0,18.925
2012,4,2012-04-20,20,1,7.57
2012,4,2012-04-20,20,2,3.785
2012,4,2012-04-20,20,3,3.785
2012,4,2012-04-20,20,4,3.785
2012,4,2012-04-20,20,5,3.785
2012,4,2012-04-20,20,6,15.14
2012,4,2012-04-20,20,7,3.785
2012,4,2012-04-20,20,8,37.849999999999994
2012,4,2012-04-20,20,9,3.785
2012,4,2012-04-20,20,10,60.56
2012,4,2012-04-20,20,11,3.785
2012,4,2012-04-20,20,12,41.635000000000005
2012,4,2012-04-20,20,13,45.41999999999999
2012,4,2012-04-20,20,14,7.57
2012,4,2012-04-20,20,15,0
2012,4,2012-04-20,20,16,0
2012,4,2012-04-20,20,17,0
2012,4,2012-04-20,20,18,0
2012,4,2012-04-20,20,19,7.57
2012,4,2012-04-20,20,20,0
2012,4,2012-04-20,20,21,18.925
2012,4,2012-04-20,20,22,0
2012,4,2012-04-20,20,23,18.925
2012,4,2012-04-21,21,0,7.57
2012,4,2012-04-21,21,1,7.57
2012,4,2012-04-21,21,2,7.57
2012,4,2012-04-21,21,3,3.785
2012,4,2012-04-21,21,4,11.355
2012,4,2012-04-21,21,5,7.57
2012,4,2012-04-21,21,6,7.57
2012,4,2012-04-21,21,7,7.57
2012,4,2012-04-21,21,8,11.355
2012,4,2012-04-21,21,9,11.355
2012,4,2012-04-21,21,10,64.345
2012,4,2012-04-21,21,11,15.14
2012,4,2012-04-21,21,12,147.6149999999999
2012,4,2012-04-21,21,13,3.785
2012,4,2012-04-21,21,14,11.355
2012,4,2012-04-21,21,15,0
2012,4,2012-04-21,21,16,0
2012,4,2012-04-21,21,17,0
2012,4,2012-04-21,21,18,0
2012,4,2012-04-21,21,19,0
2012,4,2012-04-21,21,20,0
2012,4,2012-04-21,21,21,0
2012,4,2012-04-21,21,22,7.57
2012,4,2012-04-21,21,23,30.28
2012,4,2012-04-22,22,0,18.925
2012,4,2012-04-22,22,1,11.355
2012,4,2012-04-22,22,2,7.57
2012,4,2012-04-22,22,3,56.77499999999998
2012,4,2012-04-22,22,4,7.57
2012,4,2012-04-22,22,5,30.28
2012,4,2012-04-22,22,6,37.849999999999994
2012,4,2012-04-22,22,7,41.63499999999999
2012,4,2012-04-22,22,8,11.355
2012,4,2012-04-22,22,9,15.14
2012,4,2012-04-22,22,10,98.40999999999997
2012,4,2012-04-22,22,11,68.12999999999998
2012,4,2012-04-22,22,12,0
2012,4,2012-04-22,22,13,0
2012,4,2012-04-22,22,14,11.355
2012,4,2012-04-22,22,15,0
2012,4,2012-04-22,22,16,7.57
2012,4,2012-04-22,22,17,0
2012,4,2012-04-22,22,18,0
2012,4,2012-04-22,22,19,0
2012,4,2012-04-22,22,20,0
2012,4,2012-04-22,22,21,0
2012,4,2012-04-22,22,22,7.57
2012,4,2012-04-22,22,23,0
2012,4,2012-04-23,23,0,26.495
2012,4,2012-04-23,23,1,3.785
2012,4,2012-04-23,23,2,56.77499999999998
2012,4,2012-04-23,23,3,60.55999999999999
2012,4,2012-04-23,23,4,52.989999999999995
2012,4,2012-04-23,23,5,18.925
2012,4,2012-04-23,23,6,34.065
2012,4,2012-04-23,23,7,7.57
2012,4,2012-04-23,23,8,3.785
2012,4,2012-04-23,23,9,7.57
2012,4,2012-04-23,23,10,68.13
2012,4,2012-04-23,23,11,52.98999999999998
2012,4,2012-04-23,23,12,26.495
2012,4,2012-04-23,23,13,45.41999999999999
2012,4,2012-04-23,23,14,11.355
2012,4,2012-04-23,23,15,0
2012,4,2012-04-23,23,16,0
2012,4,2012-04-23,23,17,0
2012,4,2012-04-23,23,18,0
2012,4,2012-04-23,23,19,0
2012,4,2012-04-23,23,20,0
2012,4,2012-04-23,23,21,18.925
2012,4,2012-04-23,23,22,0
2012,4,2012-04-23,23,23,0
2012,4,2012-04-24,24,0,52.989999999999995
2012,4,2012-04-24,24,1,26.495
2012,4,2012-04-24,24,2,41.63499999999999
2012,4,2012-04-24,24,3,7.57
2012,4,2012-04-24,24,4,3.785
2012,4,2012-04-24,24,5,11.355
2012,4,2012-04-24,24,6,7.57
2012,4,2012-04-24,24,7,3.785
2012,4,2012-04-24,24,8,45.41999999999999
2012,4,2012-04-24,24,9,7.57
2012,4,2012-04-24,24,10,68.13
2012,4,2012-04-24,24,11,64.34499999999997
2012,4,2012-04-24,24,12,87.05499999999995
2012,4,2012-04-24,24,13,3.785
2012,4,2012-04-24,24,14,0
2012,4,2012-04-24,24,15,7.57
2012,4,2012-04-24,24,16,0
2012,4,2012-04-24,24,17,0
2012,4,2012-04-24,24,18,0
2012,4,2012-04-24,24,19,0
2012,4,2012-04-24,24,20,0
2012,4,2012-04-24,24,21,15.14
2012,4,2012-04-24,24,22,15.14
2012,4,2012-04-24,24,23,11.355
2012,4,2012-04-25,25,0,3.785
2012,4,2012-04-25,25,1,7.57
2012,4,2012-04-25,25,2,0
2012,4,2012-04-25,25,3,0
2012,4,2012-04-25,25,4,0
2012,4,2012-04-25,25,5,0
2012,4,2012-04-25,25,6,0
2012,4,2012-04-25,25,7,26.495
2012,4,2012-04-25,25,8,15.14
2012,4,2012-04-25,25,9,71.91499999999998
2012,4,2012-04-25,25,10,7.57
2012,4,2012-04-25,25,11,151.39999999999992
2012,4,2012-04-25,25,12,34.065
2012,4,2012-04-25,25,13,7.57
2012,4,2012-04-25,25,14,0
2012,4,2012-04-25,25,15,0
2012,4,2012-04-25,25,16,0
2012,4,2012-04-25,25,17,0
2012,4,2012-04-25,25,18,0
2012,4,2012-04-25,25,19,0
2012,4,2012-04-25,25,20,0
2012,4,2012-04-25,25,21,22.71
2012,4,2012-04-25,25,22,3.785
2012,4,2012-04-25,25,23,0
2012,4,2012-04-26,26,0,18.925
2012,4,2012-04-26,26,1,0
2012,4,2012-04-26,26,2,0
2012,4,2012-04-26,26,3,7.57
2012,4,2012-04-26,26,4,0
2012,4,2012-04-26,26,5,0
2012,4,2012-04-26,26,6,7.57
2012,4,2012-04-26,26,7,11.355
2012,4,2012-04-26,26,8,7.57
2012,4,2012-04-26,26,9,34.065
2012,4,2012-04-26,26,10,52.989999999999995
2012,4,2012-04-26,26,11,34.065
2012,4,2012-04-26,26,12,90.83999999999995
2012,4,2012-04-26,26,13,3.785
2012,4,2012-04-26,26,14,11.355
2012,4,2012-04-26,26,15,0
2012,4,2012-04-26,26,16,0
2012,4,2012-04-26,26,17,0
2012,4,2012-04-26,26,18,0
2012,4,2012-04-26,26,19,0
2012,4,2012-04-26,26,20,0
2012,4,2012-04-26,26,21,15.14
2012,4,2012-04-26,26,22,11.355
2012,4,2012-04-26,26,23,11.355
2012,4,2012-04-27,27,0,11.355
2012,4,2012-04-27,27,1,34.065
2012,4,2012-04-27,27,2,3.785
2012,4,2012-04-27,27,3,3.785
2012,4,2012-04-27,27,4,0
2012,4,2012-04-27,27,5,0
2012,4,2012-04-27,27,6,34.065
2012,4,2012-04-27,27,7,15.14
2012,4,2012-04-27,27,8,34.065
2012,4,2012-04-27,27,9,3.785
2012,4,2012-04-27,27,10,15.14
2012,4,2012-04-27,27,11,45.41999999999999
2012,4,2012-04-27,27,12,102.19499999999996
2012,4,2012-04-27,27,13,7.57
2012,4,2012-04-27,27,14,11.355
2012,4,2012-04-27,27,15,0
2012,4,2012-04-27,27,16,0
2012,4,2012-04-27,27,17,0
2012,4,2012-04-27,27,18,0
2012,4,2012-04-27,27,19,3.785
2012,4,2012-04-27,27,20,0
2012,4,2012-04-27,27,21,11.355
2012,4,2012-04-27,27,22,0
2012,4,2012-04-27,27,23,22.71
2012,4,2012-04-28,28,0,7.57
2012,4,2012-04-28,28,1,30.28
2012,4,2012-04-28,28,2,3.785
2012,4,2012-04-28,28,3,7.57
2012,4,2012-04-28,28,4,3.785
2012,4,2012-04-28,28,5,0
2012,4,2012-04-28,28,6,7.57
2012,4,2012-04-28,28,7,0
2012,4,2012-04-28,28,8,45.41999999999999
2012,4,2012-04-28,28,9,37.849999999999994
2012,4,2012-04-28,28,10,3.785
2012,4,2012-04-28,28,11,52.989999999999995
2012,4,2012-04-28,28,12,64.34499999999998
2012,4,2012-04-28,28,13,56.77499999999998
2012,4,2012-04-28,28,14,7.57
2012,4,2012-04-28,28,15,0
2012,4,2012-04-28,28,16,0
2012,4,2012-04-28,28,17,0
2012,4,2012-04-28,28,18,0
2012,4,2012-04-28,28,19,0
2012,4,2012-04-28,28,20,7.57
2012,4,2012-04-28,28,21,7.57
2012,4,2012-04-28,28,22,3.785
2012,4,2012-04-28,28,23,11.355
2012,4,2012-04-29,29,0,22.71
2012,4,2012-04-29,29,1,60.559999999999974
2012,4,2012-04-29,29,2,3.785
2012,4,2012-04-29,29,3,15.14
2012,4,2012-04-29,29,4,34.065
2012,4,2012-04-29,29,5,11.355
2012,4,2012-04-29,29,6,7.57
2012,4,2012-04-29,29,7,0
2012,4,2012-04-29,29,8,64.34499999999998
2012,4,2012-04-29,29,9,3.785
2012,4,2012-04-29,29,10,109.76499999999999
2012,4,2012-04-29,29,11,128.68999999999994
2012,4,2012-04-29,29,12,11.355
2012,4,2012-04-29,29,13,0
2012,4,2012-04-29,29,14,11.355
2012,4,2012-04-29,29,15,0
2012,4,2012-04-29,29,16,0
2012,4,2012-04-29,29,17,0
2012,4,2012-04-29,29,18,0
2012,4,2012-04-29,29,19,0
2012,4,2012-04-29,29,20,0
2012,4,2012-04-29,29,21,0
2012,4,2012-04-29,29,22,3.785
2012,4,2012-04-29,29,23,22.71
2012,4,2012-04-30,30,0,15.14
2012,4,2012-04-30,30,1,3.785
2012,4,2012-04-30,30,2,0
2012,4,2012-04-30,30,3,7.57
2012,4,2012-04-30,30,4,45.41999999999999
2012,4,2012-04-30,30,5,18.925
2012,4,2012-04-30,30,6,0
2012,4,2012-04-30,30,7,0
2012,4,2012-04-30,30,8,0
2012,4,2012-04-30,30,9,0
2012,4,2012-04-30,30,10,41.63499999999999
2012,4,2012-04-30,30,11,75.69999999999997
2012,4,2012-04-30,30,12,0
2012,4,2012-04-30,30,13,0
2012,4,2012-04-30,30,14,11.355
2012,4,2012-04-30,30,15,7.57
2012,4,2012-04-30,30,16,3.785
2012,4,2012-04-30,30,17,0
2012,4,2012-04-30,30,18,0
2012,4,2012-04-30,30,19,0
2012,4,2012-04-30,30,20,3.785
2012,4,2012-04-30,30,21,0
