year,month,day,date,hour,consumption
2012,4,5,2012-04-05,23,1.574
2012,4,6,2012-04-06,0,0.835
2012,4,6,2012-04-06,1,1.237
2012,4,6,2012-04-06,2,1.686
2012,4,6,2012-04-06,3,0.773
2012,4,6,2012-04-06,4,0.637
2012,4,6,2012-04-06,5,1.308
2012,4,6,2012-04-06,6,0.997
2012,4,6,2012-04-06,7,1.163
2012,4,6,2012-04-06,8,0.649
2012,4,6,2012-04-06,9,0.855
2012,4,6,2012-04-06,10,1.199
2012,4,6,2012-04-06,11,1.474
2012,4,6,2012-04-06,12,2.218
2012,4,6,2012-04-06,13,3.006
2012,4,6,2012-04-06,14,2.711
2012,4,6,2012-04-06,15,1.434
2012,4,6,2012-04-06,16,1.392
2012,4,6,2012-04-06,17,1.224
2012,4,6,2012-04-06,18,1.335
2012,4,6,2012-04-06,19,1.736
2012,4,6,2012-04-06,20,1.755
2012,4,6,2012-04-06,21,1.14
2012,4,6,2012-04-06,22,1.414
2012,4,6,2012-04-06,23,1.879
2012,4,7,2012-04-07,0,1.381
2012,4,7,2012-04-07,1,0.588
2012,4,7,2012-04-07,2,0.635
2012,4,7,2012-04-07,3,0.596
2012,4,7,2012-04-07,4,1.165
2012,4,7,2012-04-07,5,1.112
2012,4,7,2012-04-07,6,0.967
2012,4,7,2012-04-07,7,0.589
2012,4,7,2012-04-07,8,0.743
2012,4,7,2012-04-07,9,1.175
2012,4,7,2012-04-07,10,1.168
2012,4,7,2012-04-07,11,1.926
2012,4,7,2012-04-07,12,1.341
2012,4,7,2012-04-07,13,1.825
2012,4,7,2012-04-07,14,2.51
2012,4,7,2012-04-07,15,1.39
2012,4,7,2012-04-07,16,1.49
2012,4,7,2012-04-07,17,1.194
2012,4,7,2012-04-07,18,1.153
2012,4,7,2012-04-07,19,1.827
2012,4,7,2012-04-07,20,1.477
2012,4,7,2012-04-07,21,1.358
2012,4,7,2012-04-07,22,1.708
2012,4,7,2012-04-07,23,1.389
2012,4,8,2012-04-08,0,1.747
2012,4,8,2012-04-08,1,0.816
2012,4,8,2012-04-08,2,1.138
2012,4,8,2012-04-08,3,0.6
2012,4,8,2012-04-08,4,0.555
2012,4,8,2012-04-08,5,0.569
2012,4,8,2012-04-08,6,0.699
2012,4,8,2012-04-08,7,0.807
2012,4,8,2012-04-08,8,0.649
2012,4,8,2012-04-08,9,0.623
2012,4,8,2012-04-08,10,0.695
2012,4,8,2012-04-08,11,1.355
2012,4,8,2012-04-08,12,1.412
2012,4,8,2012-04-08,13,1.905
2012,4,8,2012-04-08,14,1.396
2012,4,8,2012-04-08,15,1.265
2012,4,8,2012-04-08,16,1.223
2012,4,8,2012-04-08,17,1.297
2012,4,8,2012-04-08,18,1.286
2012,4,8,2012-04-08,19,1.372
2012,4,8,2012-04-08,20,1.237
2012,4,8,2012-04-08,21,1.538
2012,4,8,2012-04-08,22,1.337
2012,4,8,2012-04-08,23,1.585
2012,4,9,2012-04-09,0,1.179
2012,4,9,2012-04-09,1,0.592
2012,4,9,2012-04-09,2,0.643
2012,4,9,2012-04-09,3,0.646
2012,4,9,2012-04-09,4,0.582
2012,4,9,2012-04-09,5,0.559
2012,4,9,2012-04-09,6,0.57
2012,4,9,2012-04-09,7,0.588
2012,4,9,2012-04-09,8,0.562
2012,4,9,2012-04-09,9,0.582
2012,4,9,2012-04-09,10,0.638
2012,4,9,2012-04-09,11,1.107
2012,4,9,2012-04-09,12,1.363
2012,4,9,2012-04-09,13,1.536
2012,4,9,2012-04-09,14,1.599
2012,4,9,2012-04-09,15,1.052
2012,4,9,2012-04-09,16,1.071
2012,4,9,2012-04-09,17,1.052
2012,4,9,2012-04-09,18,0.746
2012,4,9,2012-04-09,19,1.017
2012,4,9,2012-04-09,20,1.27
2012,4,9,2012-04-09,21,1.163
2012,4,9,2012-04-09,22,1.21
2012,4,9,2012-04-09,23,1.059
2012,4,10,2012-04-10,0,1.103
2012,4,10,2012-04-10,1,1.018
2012,4,10,2012-04-10,2,0.606
2012,4,10,2012-04-10,3,0.614
2012,4,10,2012-04-10,4,1.007
2012,4,10,2012-04-10,5,0.88
2012,4,10,2012-04-10,6,0.909
2012,4,10,2012-04-10,7,0.942
2012,4,10,2012-04-10,8,2.546
2012,4,10,2012-04-10,9,0.848
2012,4,10,2012-04-10,10,1.261
2012,4,10,2012-04-10,11,1.412
2012,4,10,2012-04-10,12,1.396
2012,4,10,2012-04-10,13,1.472
2012,4,10,2012-04-10,14,1.01
2012,4,10,2012-04-10,15,0.723
2012,4,10,2012-04-10,16,0.576
2012,4,10,2012-04-10,17,0.573
2012,4,10,2012-04-10,18,0.602
2012,4,10,2012-04-10,19,0.559
2012,4,10,2012-04-10,20,0.58
2012,4,10,2012-04-10,21,1.255
2012,4,10,2012-04-10,22,1.214
2012,4,10,2012-04-10,23,0.828
2012,4,11,2012-04-11,0,1.424
2012,4,11,2012-04-11,1,0.892
2012,4,11,2012-04-11,2,0.704
2012,4,11,2012-04-11,3,2.44
2012,4,11,2012-04-11,4,0.809
2012,4,11,2012-04-11,5,1.495
2012,4,11,2012-04-11,6,1.493
2012,4,11,2012-04-11,7,1.058
2012,4,11,2012-04-11,8,1.677
2012,4,11,2012-04-11,9,1.226
2012,4,11,2012-04-11,10,1.411
2012,4,11,2012-04-11,11,1.194
2012,4,11,2012-04-11,12,1.308
2012,4,11,2012-04-11,13,1.287
2012,4,11,2012-04-11,14,1.217
2012,4,11,2012-04-11,15,0.606
2012,4,11,2012-04-11,16,0.556
2012,4,11,2012-04-11,17,0.602
2012,4,11,2012-04-11,18,0.578
2012,4,11,2012-04-11,19,1.113
2012,4,11,2012-04-11,20,1.155
2012,4,11,2012-04-11,21,1.346
2012,4,11,2012-04-11,22,0.643
2012,4,11,2012-04-11,23,1.256
2012,4,12,2012-04-12,0,0.614
2012,4,12,2012-04-12,1,0.601
2012,4,12,2012-04-12,2,1.254
2012,4,12,2012-04-12,3,0.702
2012,4,12,2012-04-12,4,0.728
2012,4,12,2012-04-12,5,1.148
2012,4,12,2012-04-12,6,0.709
2012,4,12,2012-04-12,7,2.284
2012,4,12,2012-04-12,8,3.448
2012,4,12,2012-04-12,9,1.348
2012,4,12,2012-04-12,10,1.477
2012,4,12,2012-04-12,11,1.079
2012,4,12,2012-04-12,12,1.287
2012,4,12,2012-04-12,13,2.078
2012,4,12,2012-04-12,14,1.888
2012,4,12,2012-04-12,15,3.485
2012,4,12,2012-04-12,16,1.191
2012,4,12,2012-04-12,17,1.15
2012,4,12,2012-04-12,18,1.159
2012,4,12,2012-04-12,19,0.628
2012,4,12,2012-04-12,20,1.209
2012,4,12,2012-04-12,21,1.559
2012,4,12,2012-04-12,22,1.086
2012,4,12,2012-04-12,23,0.716
2012,4,13,2012-04-13,0,1.223
2012,4,13,2012-04-13,1,0.824
2012,4,13,2012-04-13,2,0.603
2012,4,13,2012-04-13,3,0.574
2012,4,13,2012-04-13,4,0.602
2012,4,13,2012-04-13,5,0.868
2012,4,13,2012-04-13,6,0.641
2012,4,13,2012-04-13,7,1.042
2012,4,13,2012-04-13,8,1.058
2012,4,13,2012-04-13,9,0.942
2012,4,13,2012-04-13,10,2.406
2012,4,13,2012-04-13,11,1.23
2012,4,13,2012-04-13,12,1.563
2012,4,13,2012-04-13,13,1.575
2012,4,13,2012-04-13,14,0.631
2012,4,13,2012-04-13,15,0.583
2012,4,13,2012-04-13,16,0.596
2012,4,13,2012-04-13,17,0.577
2012,4,13,2012-04-13,18,1.468
2012,4,13,2012-04-13,19,1.163
2012,4,13,2012-04-13,20,0.789
2012,4,13,2012-04-13,21,1.72
2012,4,13,2012-04-13,22,1.325
2012,4,13,2012-04-13,23,1.279
2012,4,14,2012-04-14,0,0.646
2012,4,14,2012-04-14,1,0.769
2012,4,14,2012-04-14,2,0.603
2012,4,14,2012-04-14,3,0.777
2012,4,14,2012-04-14,4,0.925
2012,4,14,2012-04-14,5,3.773
2012,4,14,2012-04-14,6,1.038
2012,4,14,2012-04-14,7,0.705
2012,4,14,2012-04-14,8,1.125
2012,4,14,2012-04-14,9,1.485
2012,4,14,2012-04-14,10,1.745
2012,4,14,2012-04-14,11,1.895
2012,4,14,2012-04-14,12,1.084
2012,4,14,2012-04-14,13,1.551
2012,4,14,2012-04-14,14,1.224
2012,4,14,2012-04-14,15,0.671
2012,4,14,2012-04-14,16,0.952
2012,4,14,2012-04-14,17,1.048
2012,4,14,2012-04-14,18,1.348
2012,4,14,2012-04-14,19,1.324
2012,4,14,2012-04-14,20,1.128
2012,4,14,2012-04-14,21,1.115
2012,4,14,2012-04-14,22,0.987
2012,4,14,2012-04-14,23,1.905
2012,4,15,2012-04-15,0,0.863
2012,4,15,2012-04-15,1,1.299
2012,4,15,2012-04-15,2,0.899
2012,4,15,2012-04-15,3,2.131
2012,4,15,2012-04-15,4,2.521
2012,4,15,2012-04-15,5,0.927
2012,4,15,2012-04-15,6,0.592
2012,4,15,2012-04-15,7,0.803
2012,4,15,2012-04-15,8,1.153
2012,4,15,2012-04-15,9,0.589
2012,4,15,2012-04-15,10,0.889
2012,4,15,2012-04-15,11,1.168
2012,4,15,2012-04-15,12,1.196
2012,4,15,2012-04-15,13,1.029
2012,4,15,2012-04-15,14,1.2
2012,4,15,2012-04-15,15,0.589
2012,4,15,2012-04-15,16,1.343
2012,4,15,2012-04-15,17,1.144
2012,4,15,2012-04-15,18,0.624
2012,4,15,2012-04-15,19,1.336
2012,4,15,2012-04-15,20,1.135
2012,4,15,2012-04-15,21,1.174
2012,4,15,2012-04-15,22,0.959
2012,4,15,2012-04-15,23,1.569
2012,4,16,2012-04-16,0,0.973
2012,4,16,2012-04-16,1,1.682
2012,4,16,2012-04-16,2,2.469
2012,4,16,2012-04-16,3,3.013
2012,4,16,2012-04-16,4,3.875
2012,4,16,2012-04-16,5,1.26
2012,4,16,2012-04-16,6,1.141
2012,4,16,2012-04-16,7,0.618
2012,4,16,2012-04-16,8,0.583
2012,4,16,2012-04-16,9,0.592
2012,4,16,2012-04-16,10,0.869
2012,4,16,2012-04-16,11,1.838
2012,4,16,2012-04-16,12,0.94
2012,4,16,2012-04-16,13,1.25
2012,4,16,2012-04-16,14,1.108
2012,4,16,2012-04-16,15,1.072
2012,4,16,2012-04-16,16,0.796
2012,4,16,2012-04-16,17,0.899
2012,4,16,2012-04-16,18,1.077
2012,4,16,2012-04-16,19,1.068
2012,4,16,2012-04-16,20,1.142
2012,4,16,2012-04-16,21,1.577
2012,4,16,2012-04-16,22,1.158
2012,4,16,2012-04-16,23,0.941
2012,4,17,2012-04-17,0,1.475
2012,4,17,2012-04-17,1,1.168
2012,4,17,2012-04-17,2,0.699
2012,4,17,2012-04-17,3,0.748
2012,4,17,2012-04-17,4,1.403
2012,4,17,2012-04-17,5,0.629
2012,4,17,2012-04-17,6,0.764
2012,4,17,2012-04-17,7,1.154
2012,4,17,2012-04-17,8,1.243
2012,4,17,2012-04-17,9,1.455
2012,4,17,2012-04-17,10,1.193
2012,4,17,2012-04-17,11,0.931
2012,4,17,2012-04-17,12,1.2
2012,4,17,2012-04-17,13,1.713
2012,4,17,2012-04-17,14,1.416
2012,4,17,2012-04-17,15,1.045
2012,4,17,2012-04-17,16,1.203
2012,4,17,2012-04-17,17,1.313
2012,4,17,2012-04-17,18,0.986
2012,4,17,2012-04-17,19,1.209
2012,4,17,2012-04-17,20,1.303
2012,4,17,2012-04-17,21,1.696
2012,4,17,2012-04-17,22,1.422
2012,4,17,2012-04-17,23,1.564
2012,4,18,2012-04-18,0,1.281
2012,4,18,2012-04-18,1,0.593
2012,4,18,2012-04-18,2,0.648
2012,4,18,2012-04-18,3,1.309
2012,4,18,2012-04-18,4,0.996
2012,4,18,2012-04-18,5,0.831
2012,4,18,2012-04-18,6,1.538
2012,4,18,2012-04-18,7,1.157
2012,4,18,2012-04-18,8,2.096
2012,4,18,2012-04-18,9,1.333
2012,4,18,2012-04-18,10,1.416
2012,4,18,2012-04-18,11,1.723
2012,4,18,2012-04-18,12,2.094
2012,4,18,2012-04-18,13,2.275
2012,4,18,2012-04-18,14,1.683
2012,4,18,2012-04-18,15,1.102
2012,4,18,2012-04-18,16,1.145
2012,4,18,2012-04-18,17,1.062
2012,4,18,2012-04-18,18,1.26
2012,4,18,2012-04-18,19,1.312
2012,4,18,2012-04-18,20,1.385
2012,4,18,2012-04-18,21,1.676
2012,4,18,2012-04-18,22,1.309
2012,4,18,2012-04-18,23,1.334
2012,4,19,2012-04-19,0,1.398
2012,4,19,2012-04-19,1,0.884
2012,4,19,2012-04-19,2,0.637
2012,4,19,2012-04-19,3,1.406
2012,4,19,2012-04-19,4,1.166
2012,4,19,2012-04-19,5,1.673
2012,4,19,2012-04-19,6,2.108
2012,4,19,2012-04-19,7,1.777
2012,4,19,2012-04-19,8,3.274
2012,4,19,2012-04-19,9,1.389
2012,4,19,2012-04-19,10,1.364
2012,4,19,2012-04-19,11,1.087
2012,4,19,2012-04-19,12,1.272
2012,4,19,2012-04-19,13,2.744
2012,4,19,2012-04-19,14,2.171
2012,4,19,2012-04-19,15,1.277
2012,4,19,2012-04-19,16,1.176
2012,4,19,2012-04-19,17,1.211
2012,4,19,2012-04-19,18,1.33
2012,4,19,2012-04-19,19,1.212
2012,4,19,2012-04-19,20,1.284
2012,4,19,2012-04-19,21,1.562
2012,4,19,2012-04-19,22,1.25
2012,4,19,2012-04-19,23,1.411
2012,4,20,2012-04-20,0,0.83
2012,4,20,2012-04-20,1,1.876
2012,4,20,2012-04-20,2,0.727
2012,4,20,2012-04-20,3,0.633
2012,4,20,2012-04-20,4,1.411
2012,4,20,2012-04-20,5,0.885
2012,4,20,2012-04-20,6,1.264
2012,4,20,2012-04-20,7,1.013
2012,4,20,2012-04-20,8,1.616
2012,4,20,2012-04-20,9,1.445
2012,4,20,2012-04-20,10,1.774
2012,4,20,2012-04-20,11,1.699
2012,4,20,2012-04-20,12,1.264
2012,4,20,2012-04-20,13,1.999
2012,4,20,2012-04-20,14,1.319
2012,4,20,2012-04-20,15,1.092
2012,4,20,2012-04-20,16,0.764
2012,4,20,2012-04-20,17,1.229
2012,4,20,2012-04-20,18,1.207
2012,4,20,2012-04-20,19,1.316
2012,4,20,2012-04-20,20,1.125
2012,4,20,2012-04-20,21,1.112
2012,4,20,2012-04-20,22,1.252
2012,4,20,2012-04-20,23,1.209
2012,4,21,2012-04-21,0,0.886
2012,4,21,2012-04-21,1,0.618
2012,4,21,2012-04-21,2,0.598
2012,4,21,2012-04-21,3,0.583
2012,4,21,2012-04-21,4,0.651
2012,4,21,2012-04-21,5,0.783
2012,4,21,2012-04-21,6,1.063
2012,4,21,2012-04-21,7,0.821
2012,4,21,2012-04-21,8,1.042
2012,4,21,2012-04-21,9,0.899
2012,4,21,2012-04-21,10,1.367
2012,4,21,2012-04-21,11,1.292
2012,4,21,2012-04-21,12,1.227
2012,4,21,2012-04-21,13,1.644
2012,4,21,2012-04-21,14,1.09
2012,4,21,2012-04-21,15,0.595
2012,4,21,2012-04-21,16,0.587
2012,4,21,2012-04-21,17,1.36
2012,4,21,2012-04-21,18,1.08
2012,4,21,2012-04-21,19,0.987
2012,4,21,2012-04-21,20,1.606
2012,4,21,2012-04-21,21,1.493
2012,4,21,2012-04-21,22,1.523
2012,4,21,2012-04-21,23,0.944
2012,4,22,2012-04-22,0,1.44
2012,4,22,2012-04-22,1,0.867
2012,4,22,2012-04-22,2,0.986
2012,4,22,2012-04-22,3,1.182
2012,4,22,2012-04-22,4,0.918
2012,4,22,2012-04-22,5,0.901
2012,4,22,2012-04-22,6,0.963
2012,4,22,2012-04-22,7,2.758
2012,4,22,2012-04-22,8,0.781
2012,4,22,2012-04-22,9,1.025
2012,4,22,2012-04-22,10,1.461
2012,4,22,2012-04-22,11,0.844
2012,4,22,2012-04-22,12,1.403
2012,4,22,2012-04-22,13,1.302
2012,4,22,2012-04-22,14,1.053
2012,4,22,2012-04-22,15,0.58
2012,4,22,2012-04-22,16,0.693
2012,4,22,2012-04-22,17,1.124
2012,4,22,2012-04-22,18,0.566
2012,4,22,2012-04-22,19,1.217
2012,4,22,2012-04-22,20,0.565
2012,4,22,2012-04-22,21,1.23
2012,4,22,2012-04-22,22,0.579
2012,4,22,2012-04-22,23,1.402
2012,4,23,2012-04-23,0,0.827
2012,4,23,2012-04-23,1,0.624
2012,4,23,2012-04-23,2,0.867
2012,4,23,2012-04-23,3,1.499
2012,4,23,2012-04-23,4,3.38
2012,4,23,2012-04-23,5,3.555
2012,4,23,2012-04-23,6,1.024
2012,4,23,2012-04-23,7,2.357
2012,4,23,2012-04-23,8,1.294
2012,4,23,2012-04-23,9,1.573
2012,4,23,2012-04-23,10,0.932
2012,4,23,2012-04-23,11,1.329
2012,4,23,2012-04-23,12,0.815
2012,4,23,2012-04-23,13,1.201
2012,4,23,2012-04-23,14,0.925
2012,4,23,2012-04-23,15,0.583
2012,4,23,2012-04-23,16,0.586
2012,4,23,2012-04-23,17,0.59
2012,4,23,2012-04-23,18,0.585
2012,4,23,2012-04-23,19,0.582
2012,4,23,2012-04-23,20,0.594
2012,4,23,2012-04-23,21,0.834
2012,4,23,2012-04-23,22,0.602
2012,4,23,2012-04-23,23,0.568
2012,4,24,2012-04-24,0,0.991
2012,4,24,2012-04-24,1,0.806
2012,4,24,2012-04-24,2,3.171
2012,4,24,2012-04-24,3,2.177
2012,4,24,2012-04-24,4,0.968
2012,4,24,2012-04-24,5,0.898
2012,4,24,2012-04-24,6,1.08
2012,4,24,2012-04-24,7,0.943
2012,4,24,2012-04-24,8,1.641
2012,4,24,2012-04-24,9,2.169
2012,4,24,2012-04-24,10,1.298
2012,4,24,2012-04-24,11,1.417
2012,4,24,2012-04-24,12,1.127
2012,4,24,2012-04-24,13,1.455
2012,4,24,2012-04-24,14,1.241
2012,4,24,2012-04-24,15,0.655
2012,4,24,2012-04-24,16,0.642
2012,4,24,2012-04-24,17,0.592
2012,4,24,2012-04-24,18,0.646
2012,4,24,2012-04-24,19,0.601
2012,4,24,2012-04-24,20,0.593
2012,4,24,2012-04-24,21,0.952
2012,4,24,2012-04-24,22,1.031
2012,4,24,2012-04-24,23,0.714
2012,4,25,2012-04-25,0,1.144
2012,4,25,2012-04-25,1,0.963
2012,4,25,2012-04-25,2,0.609
2012,4,25,2012-04-25,3,0.585
2012,4,25,2012-04-25,4,0.647
2012,4,25,2012-04-25,5,0.725
2012,4,25,2012-04-25,6,0.633
2012,4,25,2012-04-25,7,1.902
2012,4,25,2012-04-25,8,1.478
2012,4,25,2012-04-25,9,1.261
2012,4,25,2012-04-25,10,1.467
2012,4,25,2012-04-25,11,1.212
2012,4,25,2012-04-25,12,1.35
2012,4,25,2012-04-25,13,1.58
2012,4,25,2012-04-25,14,1.336
2012,4,25,2012-04-25,15,0.833
2012,4,25,2012-04-25,16,1.092
2012,4,25,2012-04-25,17,0.627
2012,4,25,2012-04-25,18,1.172
2012,4,25,2012-04-25,19,0.901
2012,4,25,2012-04-25,20,0.894
2012,4,25,2012-04-25,21,1.249
2012,4,25,2012-04-25,22,1.407
2012,4,25,2012-04-25,23,0.914
2012,4,26,2012-04-26,0,1.407
2012,4,26,2012-04-26,1,0.614
2012,4,26,2012-04-26,2,0.877
2012,4,26,2012-04-26,3,1.103
2012,4,26,2012-04-26,4,0.958
2012,4,26,2012-04-26,5,0.925
2012,4,26,2012-04-26,6,1.404
2012,4,26,2012-04-26,7,1.002
2012,4,26,2012-04-26,8,1.52
2012,4,26,2012-04-26,9,1.689
2012,4,26,2012-04-26,10,1.139
2012,4,26,2012-04-26,11,1.354
2012,4,26,2012-04-26,12,2.473
2012,4,26,2012-04-26,13,2.311
2012,4,26,2012-04-26,14,1.475
2012,4,26,2012-04-26,15,0.629
2012,4,26,2012-04-26,16,1.031
2012,4,26,2012-04-26,17,0.757
2012,4,26,2012-04-26,18,1.077
2012,4,26,2012-04-26,19,0.742
2012,4,26,2012-04-26,20,1.254
2012,4,26,2012-04-26,21,0.914
2012,4,26,2012-04-26,22,1.462
2012,4,26,2012-04-26,23,1.032
2012,4,27,2012-04-27,0,1.499
2012,4,27,2012-04-27,1,0.832
2012,4,27,2012-04-27,2,0.754
2012,4,27,2012-04-27,3,1.116
2012,4,27,2012-04-27,4,0.604
2012,4,27,2012-04-27,5,0.622
2012,4,27,2012-04-27,6,1.062
2012,4,27,2012-04-27,7,2.139
2012,4,27,2012-04-27,8,2.695
2012,4,27,2012-04-27,9,1.401
2012,4,27,2012-04-27,10,1.28
2012,4,27,2012-04-27,11,1.278
2012,4,27,2012-04-27,12,1.331
2012,4,27,2012-04-27,13,1.896
2012,4,27,2012-04-27,14,1.241
2012,4,27,2012-04-27,15,0.98
2012,4,27,2012-04-27,16,0.985
2012,4,27,2012-04-27,17,1.239
2012,4,27,2012-04-27,18,1.253
2012,4,27,2012-04-27,19,1.225
2012,4,27,2012-04-27,20,0.998
2012,4,27,2012-04-27,21,1.335
2012,4,27,2012-04-27,22,1.011
2012,4,27,2012-04-27,23,1.38
2012,4,28,2012-04-28,0,0.893
2012,4,28,2012-04-28,1,1.322
2012,4,28,2012-04-28,2,0.625
2012,4,28,2012-04-28,3,0.654
2012,4,28,2012-04-28,4,0.687
2012,4,28,2012-04-28,5,0.613
2012,4,28,2012-04-28,6,0.819
2012,4,28,2012-04-28,7,0.589
2012,4,28,2012-04-28,8,0.849
2012,4,28,2012-04-28,9,2.015
2012,4,28,2012-04-28,10,2.923
2012,4,28,2012-04-28,11,2.223
2012,4,28,2012-04-28,12,1.983
2012,4,28,2012-04-28,13,1.317
2012,4,28,2012-04-28,14,1.108
2012,4,28,2012-04-28,15,0.635
2012,4,28,2012-04-28,16,0.615
2012,4,28,2012-04-28,17,0.6
2012,4,28,2012-04-28,18,0.626
2012,4,28,2012-04-28,19,0.616
2012,4,28,2012-04-28,20,0.636
2012,4,28,2012-04-28,21,0.776
2012,4,28,2012-04-28,22,0.623
2012,4,28,2012-04-28,23,0.666
2012,4,29,2012-04-29,0,0.788
2012,4,29,2012-04-29,1,2.815
2012,4,29,2012-04-29,2,2.511
2012,4,29,2012-04-29,3,1.548
2012,4,29,2012-04-29,4,0.897
2012,4,29,2012-04-29,5,1.595
2012,4,29,2012-04-29,6,1.389
2012,4,29,2012-04-29,7,1.256
2012,4,29,2012-04-29,8,2.25
2012,4,29,2012-04-29,9,1.042
2012,4,29,2012-04-29,10,1.121
2012,4,29,2012-04-29,11,1.217
2012,4,29,2012-04-29,12,2.848
2012,4,29,2012-04-29,13,2.486
2012,4,29,2012-04-29,14,1.07
2012,4,29,2012-04-29,15,0.975
2012,4,29,2012-04-29,16,1.058
2012,4,29,2012-04-29,17,1.012
2012,4,29,2012-04-29,18,1.06
2012,4,29,2012-04-29,19,1.083
2012,4,29,2012-04-29,20,1.038
2012,4,29,2012-04-29,21,1.081
2012,4,29,2012-04-29,22,1.051
2012,4,29,2012-04-29,23,0.944
2012,4,30,2012-04-30,0,1.117
2012,4,30,2012-04-30,1,0.699
2012,4,30,2012-04-30,2,0.621
2012,4,30,2012-04-30,3,0.587
2012,4,30,2012-04-30,4,0.836
2012,4,30,2012-04-30,5,0.942
2012,4,30,2012-04-30,6,0.72
2012,4,30,2012-04-30,7,0.61
2012,4,30,2012-04-30,8,0.589
2012,4,30,2012-04-30,9,0.651
2012,4,30,2012-04-30,10,1.19
2012,4,30,2012-04-30,11,0.871
2012,4,30,2012-04-30,12,1.274
2012,4,30,2012-04-30,13,1.689
2012,4,30,2012-04-30,14,1.165
2012,4,30,2012-04-30,15,1.303
2012,4,30,2012-04-30,16,1.052
